,time,pos,ref
0,1.0209598541259766,[6.00 4.00 4.71],[0.00 0.00]
1,1.1978485584259033,[6.00 4.00 4.71],[0.00 0.00]
2,1.4071235656738281,[6.00 4.00 4.74],[7 3]
3,1.6032195091247559,[6.00 4.00 4.76],[7 3]
4,1.7997348308563232,[6.00 4.00 4.77],[7 3]
5,1.9986088275909424,[6.00 4.00 4.79],[7 3]
6,2.196653127670288,[6.00 4.00 4.81],[7 3]
7,2.408444404602051,[6.00 4.00 4.82],[7 3]
8,2.603783369064331,[6.00 4.00 4.84],[7 3]
9,2.79463529586792,[6.00 4.00 4.85],[7 3]
10,2.991985321044922,[6.00 4.00 4.86],[7 3]
11,3.1878225803375244,[6.00 4.00 4.87],[7 3]
12,3.3845746517181396,[6.00 4.00 4.88],[7 3]
13,3.5929646492004395,[6.00 4.00 4.89],[7 3]
14,3.7878568172454834,[6.00 4.00 4.91],[7 3]
15,3.9828922748565674,[6.00 4.00 4.92],[7 3]
16,4.181239366531372,[6.00 4.00 4.93],[7 3]
17,4.377638339996338,[6.00 4.00 4.94],[7 3]
18,4.575658082962036,[6.00 4.00 4.95],[7 3]
19,4.780400037765503,[6.00 4.00 4.96],[7 3]
20,4.978071451187134,[6.00 4.00 4.97],[7 3]
21,5.173857688903809,[6.00 4.00 4.99],[7 3]
22,5.371250629425049,[6.00 4.00 5.00],[7 3]
23,5.564631223678589,[6.00 4.00 5.01],[7 3]
24,5.756226301193237,[6.00 4.00 5.02],[7 3]
25,5.961279392242432,[6.00 4.00 5.03],[7 3]
26,6.162064790725708,[6.00 4.00 5.05],[7 3]
27,6.358824253082275,[6.00 4.00 5.06],[7 3]
28,6.555850028991699,[6.00 4.00 5.07],[7 3]
29,6.752540111541748,[6.00 4.00 5.08],[7 3]
30,6.947936773300171,[6.00 4.00 5.09],[7 3]
31,7.153135299682617,[6.00 4.00 5.10],[7 3]
32,7.3503193855285645,[6.00 4.00 5.12],[7 3]
33,7.545940160751343,[6.00 4.00 5.13],[7 3]
34,7.740527868270874,[6.00 4.00 5.14],[7 3]
35,7.938854694366455,[6.00 4.00 5.15],[7 3]
36,8.13487434387207,[6.00 4.00 5.17],[7 3]
37,8.34320592880249,[6.00 4.00 5.18],[7 3]
38,8.541510581970215,[6.00 4.00 5.18],[7 3]
39,8.737156629562378,[6.00 4.00 5.19],[7 3]
40,8.934850454330444,[6.00 4.00 5.20],[7 3]
41,9.13172173500061,[6.00 4.00 5.21],[7 3]
42,9.327066421508789,[6.00 4.00 5.22],[7 3]
43,9.535253286361694,[6.00 3.99 5.23],[7 3]
44,9.733476400375366,[6.01 3.99 5.24],[7 3]
45,9.929149627685547,[6.01 3.98 5.25],[7 3]
46,10.12682843208313,[6.02 3.97 5.26],[7 3]
47,10.323310375213623,[6.03 3.95 5.27],[7 3]
48,10.518937826156616,[6.04 3.94 5.28],[7 3]
49,10.72720456123352,[6.05 3.92 5.29],[7 3]
50,10.925178289413452,[6.06 3.90 5.30],[7 3]
51,11.12144684791565,[6.07 3.88 5.31],[7 3]
52,11.319074153900146,[6.09 3.86 5.32],[7 3]
53,11.515637159347534,[6.11 3.83 5.32],[7 3]
54,11.714733839035034,[6.13 3.80 5.33],[7 3]
55,11.923344373703003,[6.15 3.77 5.34],[7 3]
56,12.121433019638062,[6.17 3.74 5.35],[7 3]
57,12.317350387573242,[6.20 3.71 5.36],[7 3]
58,12.515066862106323,[6.22 3.67 5.37],[7 3]
59,12.711490869522095,[6.25 3.64 5.37],[7 3]
60,12.906797647476196,[6.28 3.60 5.37],[7 3]
61,13.115131616592407,[6.30 3.57 5.37],[7 3]
62,13.313289880752563,[6.33 3.54 5.37],[7 3]
63,13.50924801826477,[6.35 3.51 5.37],[7 3]
64,13.707264423370361,[6.37 3.48 5.37],[7 3]
65,13.902975082397461,[6.39 3.45 5.37],[7 3]
66,14.09895396232605,[6.41 3.43 5.37],[7 3]
67,14.307183980941772,[6.43 3.41 5.37],[7 3]
68,14.505234241485596,[6.45 3.38 5.37],[7 3]
69,14.701546669006348,[6.47 3.36 5.37],[7 3]
70,14.90226697921753,[6.48 3.34 5.37],[7 3]
71,15.099560022354126,[6.50 3.32 5.37],[7 3]
72,15.295115947723389,[6.51 3.31 5.36],[7 3]
73,15.503097772598267,[6.52 3.29 5.36],[7 3]
74,15.70129132270813,[6.53 3.28 5.36],[7 3]
75,15.897495031356812,[6.54 3.27 5.36],[7 3]
76,16.095125198364258,[6.54 3.26 5.36],[7 3]
77,16.291441202163696,[6.55 3.26 5.36],[7 3]
78,16.4869863986969,[6.55 3.25 5.36],[7 3]
79,16.69516086578369,[6.55 3.25 5.36],[7 3]
80,16.893043518066406,[6.55 3.25 5.36],[7 3]
81,17.089354515075684,[6.55 3.25 5.37],[7 3]
82,17.28683304786682,[6.55 3.25 5.38],[7 3]
83,17.482778072357178,[6.55 3.25 5.39],[7 3]
84,17.6788010597229,[6.55 3.25 5.40],[7 3]
85,17.88299798965454,[6.55 3.25 5.41],[7 3]
86,18.080835819244385,[6.55 3.25 5.43],[7 3]
87,18.27695894241333,[6.55 3.25 5.44],[7 3]
88,18.474321842193604,[6.55 3.25 5.45],[7 3]
89,18.674211025238037,[6.55 3.25 5.46],[7 3]
90,18.870569467544556,[6.55 3.25 5.46],[7 3]
