,time,pos,ref
0,0.05331277847290039,[7.00 3.00 3.14],[0.00 0.00]
1,9.265084266662598,[7.00 3.00 3.14],[0.00 0.00]
2,9.473097562789917,[7.00 3.00 3.14],[0.00 0.00]
3,9.666762828826904,[7.00 3.00 3.14],[0.00 0.00]
4,9.875158548355103,[7.00 3.00 3.13],[0.00 0.00]
5,10.080516576766968,[7.00 3.00 3.16],[0.00 0.00]
6,10.288130044937134,[7.00 3.00 3.18],[0.00 0.00]
7,10.509150266647339,[7.00 3.00 3.20],[0.00 0.00]
8,10.719481945037842,[7.00 3.00 3.23],[0.00 0.00]
9,10.928592443466187,[7.00 3.00 3.25],[0.00 0.00]
10,11.14091944694519,[7.00 3.00 3.28],[0.00 0.00]
11,11.349437475204468,[7.00 3.00 3.31],[0.00 0.00]
12,11.558930397033691,[7.00 3.00 3.33],[0.00 0.00]
13,11.783220052719116,[6.99 3.00 3.36],[0.00 0.00]
14,11.996469259262085,[6.99 3.00 3.38],[0.00 0.00]
15,12.205044984817505,[6.98 3.00 3.41],[0.00 0.00]
16,12.413902759552002,[6.97 2.99 3.44],[0.00 0.00]
17,12.623018264770508,[6.95 2.99 3.46],[0.00 0.00]
18,12.84481430053711,[6.94 2.98 3.49],[0.00 0.00]
19,13.05819034576416,[6.92 2.98 3.52],[0.00 0.00]
20,13.270543813705444,[6.89 2.97 3.55],[0.00 0.00]
21,13.483678102493286,[6.87 2.96 3.58],[0.00 0.00]
22,13.695679426193237,[6.84 2.94 3.61],[0.00 0.00]
23,13.905119895935059,[6.81 2.93 3.63],[0.00 0.00]
24,14.129173994064331,[6.78 2.91 3.66],[0.00 0.00]
25,14.343234300613403,[6.74 2.89 3.69],[0.00 0.00]
26,14.55358099937439,[6.71 2.87 3.72],[0.00 0.00]
27,14.765945434570312,[6.67 2.84 3.74],[0.00 0.00]
28,14.978103399276733,[6.63 2.82 3.76],[0.00 0.00]
29,15.190677165985107,[6.59 2.79 3.76],[0.00 0.00]
30,15.411916017532349,[6.55 2.76 3.76],[0.00 0.00]
31,15.625875473022461,[6.51 2.73 3.76],[0.00 0.00]
32,15.839160442352295,[6.48 2.71 3.76],[0.00 0.00]
33,16.052240133285522,[6.44 2.68 3.76],[0.00 0.00]
34,16.264277935028076,[6.41 2.66 3.76],[0.00 0.00]
35,16.476906538009644,[6.38 2.64 3.76],[0.00 0.00]
36,16.689734935760498,[6.35 2.62 3.76],[0.00 0.00]
37,16.902666568756104,[6.33 2.60 3.73],[0.00 0.00]
38,17.116812229156494,[6.30 2.58 3.73],[0.00 0.00]
39,17.330244779586792,[6.28 2.57 3.73],[0.00 0.00]
40,17.543246507644653,[6.27 2.56 3.73],[0.00 0.00]
41,17.75603985786438,[6.25 2.55 3.73],[0.00 0.00]
42,17.968775749206543,[6.24 2.54 3.73],[0.00 0.00]
43,18.181800365447998,[6.23 2.53 3.73],[0.00 0.00]
44,18.394726991653442,[6.22 2.53 3.74],[0.00 0.00]
45,18.607420682907104,[6.21 2.52 3.76],[0.00 0.00]
46,18.820284128189087,[6.20 2.52 3.79],[0.00 0.00]
47,19.033360242843628,[6.20 2.51 3.84],[0.00 0.00]
48,19.246017456054688,[6.20 2.51 3.90],[0.00 0.00]
49,19.459164142608643,[6.19 2.51 3.94],[0.00 0.00]
50,19.672446489334106,[6.19 2.51 3.98],[0.00 0.00]
51,19.885570287704468,[6.19 2.51 4.00],[0.00 0.00]
52,20.098453521728516,[6.19 2.51 4.03],[0.00 0.00]
53,20.311482906341553,[6.19 2.51 4.05],[0.00 0.00]
54,20.524247884750366,[6.19 2.51 4.08],[0.00 0.00]
55,20.737409114837646,[6.19 2.51 4.11],[0.00 0.00]
56,20.950560569763184,[6.19 2.51 4.13],[0.00 0.00]
57,21.163604021072388,[6.19 2.51 4.16],[0.00 0.00]
58,21.376644372940063,[6.19 2.50 4.19],[0.00 0.00]
59,21.589639902114868,[6.19 2.50 4.21],[0.00 0.00]
60,21.802253484725952,[6.18 2.49 4.24],[0.00 0.00]
61,22.015335083007812,[6.18 2.48 4.27],[0.00 0.00]
62,22.2282075881958,[6.17 2.47 4.30],[0.00 0.00]
63,22.44088864326477,[6.16 2.45 4.33],[0.00 0.00]
64,22.651163816452026,[6.16 2.43 4.35],[0.00 0.00]
65,22.863213300704956,[6.15 2.41 4.35],[0.00 0.00]
66,23.075921058654785,[6.14 2.38 4.35],[0.00 0.00]
67,23.28866481781006,[6.13 2.36 4.34],[0.00 0.00]
68,23.501659154891968,[6.12 2.33 4.37],[0.00 0.00]
69,23.714776277542114,[6.11 2.30 4.37],[0.00 0.00]
70,23.92782163619995,[6.10 2.28 4.37],[0.00 0.00]
71,24.137842416763306,[6.09 2.25 4.37],[0.00 0.00]
72,24.349612951278687,[6.08 2.23 4.37],[0.00 0.00]
73,24.562492609024048,[6.07 2.20 4.37],[0.00 0.00]
74,24.776053428649902,[6.06 2.18 4.37],[0.00 0.00]
75,24.989038705825806,[6.05 2.15 4.37],[0.00 0.00]
76,25.202118396759033,[6.05 2.13 4.36],[0.00 0.00]
77,25.414480209350586,[6.05 2.13 4.36],[0.00 0.00]
78,25.62449288368225,[6.05 2.13 4.36],[0.00 0.00]
79,25.836435794830322,[6.05 2.13 4.36],[0.00 0.00]
80,26.046136140823364,[6.05 2.13 4.36],[0.00 0.00]
81,26.238142013549805,[6.05 2.13 4.36],[0.00 0.00]
82,26.4480299949646,[6.05 2.13 4.37],[0.00 0.00]
83,26.65987515449524,[6.04 2.13 4.36],[0.00 0.00]
84,26.872584104537964,[6.04 2.12 4.37],[0.00 0.00]
85,27.082855701446533,[6.04 2.11 4.36],[0.00 0.00]
86,27.29493284225464,[6.04 2.10 4.36],[0.00 0.00]
87,27.507533311843872,[6.03 2.09 4.36],[0.00 0.00]
88,27.720872402191162,[6.03 2.08 4.36],[0.00 0.00]
89,27.933780908584595,[6.02 2.07 4.36],[0.00 0.00]
90,28.14677596092224,[6.02 2.06 4.36],[0.00 0.00]
91,28.359683513641357,[6.02 2.05 4.36],[0.00 0.00]
92,28.57280659675598,[6.01 2.04 4.36],[0.00 0.00]
93,28.78582000732422,[6.01 2.03 4.36],[0.00 0.00]
94,28.9988272190094,[6.00 2.02 4.36],[0.00 0.00]
95,29.21187949180603,[6.00 2.00 4.36],[0.00 0.00]
96,29.42487621307373,[6.00 1.99 4.35],[0.00 0.00]
97,29.637672424316406,[5.99 1.98 4.35],[0.00 0.00]
98,29.850800037384033,[5.99 1.97 4.35],[0.00 0.00]
99,30.063873291015625,[5.98 1.96 4.35],[0.00 0.00]
100,30.276935338974,[5.98 1.95 4.35],[0.00 0.00]
101,30.489338874816895,[5.98 1.95 4.35],[0.00 0.00]
102,30.69936490058899,[5.98 1.95 4.35],[0.00 0.00]
103,30.907329082489014,[5.98 1.95 4.35],[0.00 0.00]
104,31.117329835891724,[5.98 1.95 4.35],[0.00 0.00]
105,31.325014352798462,[5.98 1.95 4.35],[0.00 0.00]
106,31.530556440353394,[5.98 1.95 4.35],[0.00 0.00]
107,31.735843420028687,[5.98 1.95 4.35],[0.00 0.00]
108,31.947579383850098,[5.98 1.95 4.35],[0.00 0.00]
109,32.15739345550537,[5.98 1.95 4.35],[0.00 0.00]
110,32.369264364242554,[5.98 1.95 4.35],[0.00 0.00]
111,32.57438850402832,[5.98 1.95 4.35],[0.00 0.00]
112,32.78417921066284,[5.98 1.95 4.35],[0.00 0.00]
113,32.996232748031616,[5.98 1.95 4.35],[0.00 0.00]
114,33.20585298538208,[5.98 1.95 4.35],[0.00 0.00]
115,33.41779947280884,[5.98 1.95 4.35],[0.00 0.00]
116,33.62793517112732,[5.98 1.95 4.35],[0.00 0.00]
117,33.8368935585022,[5.98 1.95 4.35],[0.00 0.00]
118,34.0457968711853,[5.98 1.95 4.35],[0.00 0.00]
119,34.254427671432495,[5.98 1.95 4.35],[0.00 0.00]
120,34.466397285461426,[5.98 1.95 4.35],[0.00 0.00]
121,34.706719398498535,[5.98 1.95 4.32],[0.00 0.00]
122,34.92214608192444,[5.98 1.95 4.32],[0.00 0.00]
123,35.13097620010376,[5.98 1.95 4.30],[0.00 0.00]
124,35.34191536903381,[5.98 1.94 4.27],[0.00 0.00]
125,35.54550814628601,[5.97 1.94 4.20],[0.00 0.00]
126,35.745179414749146,[5.97 1.94 4.14],[0.00 0.00]
127,35.960773229599,[5.98 1.94 4.07],[0.00 0.00]
128,36.1825954914093,[5.98 1.94 3.99],[0.00 0.00]
129,36.404022455215454,[5.98 1.95 3.94],[0.00 0.00]
130,36.62578821182251,[5.98 1.95 3.88],[0.00 0.00]
131,36.84614896774292,[5.98 1.95 3.85],[0.00 0.00]
132,37.08493757247925,[5.98 1.95 3.82],[0.00 0.00]
133,37.3089542388916,[5.98 1.94 3.78],[0.00 0.00]
134,37.530190229415894,[5.97 1.94 3.74],[0.00 0.00]
135,37.752076387405396,[5.96 1.93 3.70],[0.00 0.00]
136,37.97224426269531,[5.95 1.92 3.66],[0.00 0.00]
137,38.21017670631409,[5.93 1.91 3.63],[0.00 0.00]
138,38.43155312538147,[5.91 1.90 3.58],[0.00 0.00]
139,38.65224242210388,[5.89 1.89 3.55],[0.00 0.00]
140,38.87350940704346,[5.86 1.88 3.51],[0.00 0.00]
141,39.09415626525879,[5.83 1.87 3.48],[0.00 0.00]
142,39.315295934677124,[5.80 1.86 3.46],[0.00 0.00]
143,39.54832744598389,[5.77 1.85 3.46],[0.00 0.00]
144,39.771650075912476,[5.73 1.84 3.46],[0.00 0.00]
145,39.992268562316895,[5.70 1.83 3.46],[0.00 0.00]
146,40.2140109539032,[5.67 1.82 3.46],[0.00 0.00]
147,40.43403625488281,[5.64 1.81 3.46],[0.00 0.00]
148,40.666746854782104,[5.61 1.80 3.46],[0.00 0.00]
149,40.888882875442505,[5.58 1.79 3.46],[0.00 0.00]
150,41.10971474647522,[5.56 1.78 3.46],[0.00 0.00]
151,41.331671476364136,[5.53 1.77 3.46],[0.00 0.00]
152,41.55199456214905,[5.50 1.76 3.46],[0.00 0.00]
153,41.78478121757507,[5.48 1.75 3.46],[0.00 0.00]
154,42.00722026824951,[5.45 1.75 3.46],[0.00 0.00]
155,42.22803258895874,[5.43 1.74 3.46],[0.00 0.00]
156,42.44978976249695,[5.41 1.73 3.46],[0.00 0.00]
157,42.658528566360474,[5.39 1.72 3.45],[0.00 0.00]
158,42.88286757469177,[5.37 1.72 3.45],[0.00 0.00]
159,43.09679102897644,[5.35 1.71 3.45],[0.00 0.00]
160,43.30608344078064,[5.34 1.71 3.45],[0.00 0.00]
161,43.51604676246643,[5.33 1.70 3.45],[0.00 0.00]
162,43.72665286064148,[5.32 1.70 3.44],[0.00 0.00]
163,43.936070919036865,[5.31 1.70 3.42],[0.00 0.00]
164,44.15655970573425,[5.30 1.70 3.38],[0.00 0.00]
165,44.36669087409973,[5.30 1.70 3.33],[0.00 0.00]
166,44.5761821269989,[5.29 1.69 3.27],[0.00 0.00]
167,44.78538227081299,[5.29 1.69 3.20],[0.00 0.00]
168,44.996826171875,[5.29 1.69 3.11],[0.00 0.00]
169,45.20635914802551,[5.29 1.69 3.02],[0.00 0.00]
170,45.42708706855774,[5.29 1.69 2.93],[0.00 0.00]
171,45.64015007019043,[5.29 1.69 2.84],[0.00 0.00]
172,45.849934339523315,[5.29 1.69 2.75],[0.00 0.00]
173,46.06183123588562,[5.29 1.69 2.69],[0.00 0.00]
174,46.27178406715393,[5.29 1.70 2.65],[0.00 0.00]
175,46.47964286804199,[5.29 1.70 2.62],[0.00 0.00]
176,46.699856758117676,[5.29 1.70 2.59],[0.00 0.00]
177,46.91377353668213,[5.28 1.70 2.57],[0.00 0.00]
178,47.12345743179321,[5.28 1.70 2.54],[0.00 0.00]
179,47.33238911628723,[5.27 1.71 2.50],[0.00 0.00]
180,47.54057502746582,[5.26 1.71 2.48],[0.00 0.00]
181,47.74934411048889,[5.25 1.72 2.45],[0.00 0.00]
182,47.9699227809906,[5.25 1.72 2.43],[0.00 0.00]
183,48.179931640625,[5.25 1.73 2.40],[0.00 0.00]
184,48.38955307006836,[5.25 1.73 2.37],[0.00 0.00]
185,48.601462602615356,[5.25 1.73 2.34],[0.00 0.00]
186,48.81093215942383,[5.24 1.73 2.31],[0.00 0.00]
187,49.02298831939697,[5.24 1.73 2.29],[0.00 0.00]
188,49.24390125274658,[5.23 1.74 2.26],[0.00 0.00]
189,49.453672647476196,[5.23 1.75 2.23],[0.00 0.00]
190,49.662665367126465,[5.22 1.76 2.20],[0.00 0.00]
191,49.87497115135193,[5.21 1.77 2.17],[0.00 0.00]
192,50.084378242492676,[5.20 1.79 2.14],[0.00 0.00]
193,50.293415546417236,[5.18 1.81 2.12],[0.00 0.00]
194,50.51359176635742,[5.17 1.83 2.09],[0.00 0.00]
195,50.72702383995056,[5.15 1.86 2.06],[0.00 0.00]
196,50.93694710731506,[5.14 1.89 2.03],[0.00 0.00]
197,51.14893102645874,[5.12 1.92 2.00],[0.00 0.00]
198,51.35779023170471,[5.11 1.96 1.97],[0.00 0.00]
199,51.56661796569824,[5.09 1.99 1.94],[0.00 0.00]
200,51.78726887702942,[5.07 2.04 1.92],[0.00 0.00]
201,52.00097298622131,[5.06 2.08 1.90],[0.00 0.00]
202,52.21091294288635,[5.04 2.13 1.90],[0.00 0.00]
203,52.422871112823486,[5.03 2.17 1.90],[0.00 0.00]
