,time,pos,ref
0,1.0199995040893555,[7.00 3.00 3.14],[0.00 0.00]
1,1.1959524154663086,[7.00 3.00 3.14],[0.00 0.00]
2,1.416515827178955,[7.00 3.00 3.17],[0.00 0.00]
3,1.625532627105713,[7.00 3.00 3.19],[0.00 0.00]
4,1.8340034484863281,[7.00 3.00 3.21],[0.00 0.00]
5,2.0451338291168213,[7.00 3.00 3.24],[0.00 0.00]
6,2.2521774768829346,[7.00 3.00 3.26],[0.00 0.00]
7,2.472710132598877,[7.00 3.00 3.29],[0.00 0.00]
8,2.6824374198913574,[7.00 3.00 3.31],[0.00 0.00]
9,2.8901522159576416,[7.00 3.00 3.34],[0.00 0.00]
10,3.098925828933716,[7.00 3.00 3.37],[0.00 0.00]
11,3.307758092880249,[6.99 3.00 3.39],[0.00 0.00]
12,3.528911828994751,[6.98 3.00 3.42],[0.00 0.00]
13,3.7390024662017822,[6.97 2.99 3.45],[0.00 0.00]
14,3.947725534439087,[6.96 2.99 3.48],[0.00 0.00]
15,4.156613111495972,[6.94 2.98 3.51],[0.00 0.00]
16,4.365171194076538,[6.92 2.97 3.53],[0.00 0.00]
17,4.573819637298584,[6.90 2.97 3.56],[0.00 0.00]
18,4.790477514266968,[6.88 2.96 3.59],[0.00 0.00]
19,5.000393390655518,[6.85 2.94 3.62],[0.00 0.00]
20,5.209219455718994,[6.82 2.93 3.64],[0.00 0.00]
21,5.417936325073242,[6.79 2.91 3.67],[0.00 0.00]
22,5.626571178436279,[6.76 2.89 3.69],[0.00 0.00]
23,5.834949493408203,[6.72 2.87 3.73],[0.00 0.00]
24,6.055559396743774,[6.69 2.85 3.75],[0.00 0.00]
25,6.266100883483887,[6.65 2.82 3.77],[0.00 0.00]
26,6.475222826004028,[6.61 2.79 3.77],[0.00 0.00]
27,6.684732675552368,[6.57 2.76 3.77],[0.00 0.00]
28,6.892298221588135,[6.53 2.74 3.77],[0.00 0.00]
29,7.101194620132446,[6.49 2.71 3.77],[0.00 0.00]
30,7.321748495101929,[6.45 2.68 3.77],[0.00 0.00]
31,7.531948804855347,[6.41 2.65 3.77],[0.00 0.00]
