,x,y
0,2.7481171508154305,0.5344852450278761
1,5.688652249875353,4.097308242073135
2,4.161377963978293,4.162066505172108
3,4.36007041102966,4.6600434173671434
4,4.198125953221455,2.801605579792678
5,4.036474249226315,3.373851895799257
6,3.4126358031018054,3.5949037134494084
7,2.280126221686912,1.363719003973229
8,1.934051163455225,1.8451390278600197
9,1.9684212594051906,1.0347213933869979
10,1.4319047677675318,1.8876279764977721
11,1.0577048094711343,2.2135846649037427
12,2.00891961178248,1.4998085098913334
13,1.6888445837076558,1.6713980852580157
14,1.3446637797719303,2.332314489897403
15,0.8237619021990404,2.6348415163545202
16,0.555704687039137,3.028167008014605
17,0.24886747517481989,2.879049240107154
18,2.3118442573423916,3.0523728479783143
19,1.7078732293695613,3.470002955853891
20,1.9372192807288375,3.0658759823816437
21,1.7065158523814745,2.420313123463787
22,1.459600460755425,2.734140755302294
23,2.206399164661484,1.9715660583562125
24,1.6961836622445174,2.102529162433841
25,1.3789310719778725,1.577549330105934
26,1.070406979305075,1.5483008236439293
27,1.2769190038831475,1.0975221159502833
28,1.0744092679712365,1.8531189527025376
29,0.7806368894105585,1.2816921969157982
30,0.7384348641503884,1.758131352009715
