,x,y
0,6.674743183195551,2.5759364651251966
1,6.470852053107299,3.6309957823574397
2,5.310170784276312,2.137655091590358
3,4.688565877652239,1.0479895612595147
4,2.7227765119518312,0.9943754204805783
5,5.703517671755268,2.2751236372725323
6,6.9209172645188435,1.699279719702853
7,6.807583872644744,3.17659971359564
8,6.275708171951958,3.12667822988025
9,4.877789903639696,3.922376035494306
10,5.374292173705226,3.7907606083464644
11,4.749351632834609,4.281296204503644
12,4.646677435378152,3.7136753024270233
13,5.756416046648929,3.6682278169119713
14,5.368497103997891,4.186446601619314
15,6.053169470666402,3.4841072401511797
16,5.707912529920456,4.006506952086832
17,5.667539624121314,2.719737720278046
18,0.8847639866089516,2.9565050596162195
19,1.0500402404428923,3.311138575664075
