,time,pos,ref
0,1.0236830711364746,[5 3 0],[0.00 0.00]
1,1.2557086944580078,[5.00 3.00 0.01],[6 1]
2,1.456329107284546,[5.00 3.00 6.27],[6 1]
3,1.6568517684936523,[5.00 3.00 6.23],[6 1]
4,1.8542540073394775,[5.00 3.00 6.17],[6 1]
5,2.050060510635376,[5.00 3.00 6.09],[6 1]
6,2.2494375705718994,[5.00 3.00 6.01],[6 1]
7,2.457873821258545,[5.00 3.00 5.93],[6 1]
8,2.656146287918091,[5.00 3.00 5.85],[6 1]
9,2.851447820663452,[5.00 3.00 5.76],[6 1]
10,3.044372320175171,[5.00 3.00 5.68],[6 1]
11,3.236699104309082,[5.00 3.00 5.62],[6 1]
12,3.433257579803467,[5.00 3.00 5.58],[6 1]
13,3.6421539783477783,[5.00 3.00 5.55],[6 1]
14,3.8413195610046387,[5.00 3.00 5.53],[6 1]
15,4.037420988082886,[5.00 3.00 5.50],[6 1]
16,4.234477758407593,[5.00 3.00 5.47],[6 1]
17,4.4340808391571045,[5.00 3.00 5.44],[6 1]
18,4.629671573638916,[5.00 3.00 5.42],[6 1]
19,4.838446855545044,[5.01 2.99 5.39],[6 1]
20,5.036103010177612,[5.01 2.99 5.36],[6 1]
21,5.232150554656982,[5.02 2.98 5.33],[6 1]
22,5.43042778968811,[5.03 2.97 5.30],[6 1]
23,5.625825881958008,[5.03 2.96 5.28],[6 1]
24,5.8173418045043945,[5.04 2.94 5.25],[6 1]
25,6.025442361831665,[5.05 2.92 5.23],[6 1]
26,6.223602533340454,[5.07 2.90 5.19],[6 1]
27,6.415198564529419,[5.08 2.88 5.17],[6 1]
28,6.610334873199463,[5.09 2.85 5.14],[6 1]
29,6.805648326873779,[5.10 2.83 5.11],[6 1]
30,7.000908374786377,[5.12 2.79 5.09],[6 1]
31,7.209477186203003,[5.13 2.76 5.06],[6 1]
32,7.4072959423065186,[5.14 2.72 5.03],[6 1]
33,7.603890419006348,[5.16 2.68 5.01],[6 1]
34,7.802106857299805,[5.17 2.64 4.99],[6 1]
35,8.00110936164856,[5.18 2.60 4.99],[6 1]
36,8.197221040725708,[5.19 2.55 4.99],[6 1]
37,8.405776262283325,[5.21 2.51 4.99],[6 1]
38,8.603595972061157,[5.22 2.47 4.99],[6 1]
39,8.800086259841919,[5.23 2.42 4.99],[6 1]
40,8.997632265090942,[5.24 2.38 4.98],[6 1]
41,9.194582223892212,[5.26 2.34 4.98],[6 1]
42,9.3894522190094,[5.27 2.30 4.98],[6 1]
43,9.597436428070068,[5.28 2.25 4.98],[6 1]
44,9.795003890991211,[5.29 2.21 4.98],[6 1]
45,9.991177082061768,[5.30 2.16 4.98],[6 1]
46,10.185612916946411,[5.31 2.12 4.97],[6 1]
47,10.381170749664307,[5.33 2.08 4.98],[6 1]
48,10.576677322387695,[5.34 2.04 4.97],[6 1]
49,10.781375885009766,[5.35 1.99 4.98],[6 1]
50,10.97501277923584,[5.36 1.95 4.97],[6 1]
51,11.166796684265137,[5.37 1.91 4.97],[6 1]
52,11.360052347183228,[5.38 1.88 4.97],[6 1]
53,11.556939840316772,[5.39 1.84 4.97],[6 1]
54,11.752218961715698,[5.40 1.81 4.97],[6 1]
55,11.957064628601074,[5.40 1.78 4.98],[6 1]
56,12.154297351837158,[5.41 1.76 4.98],[5.84 0.85]
57,12.346486330032349,[5.42 1.73 4.98],[5.84 0.85]
58,12.540199756622314,[5.43 1.70 4.98],[5.84 0.85]
59,12.731532096862793,[5.43 1.67 4.98],[5.84 0.85]
60,12.927324533462524,[5.44 1.64 4.97],[5.84 0.85]
61,13.123736143112183,[5.45 1.61 4.97],[5.84 0.85]
62,13.320014476776123,[5.46 1.58 4.97],[5.84 0.85]
63,13.512985467910767,[5.47 1.55 4.97],[5.84 0.85]
64,13.71006155014038,[5.48 1.52 4.97],[5.84 0.85]
65,13.903838396072388,[5.48 1.49 4.98],[5.84 0.85]
66,14.099802494049072,[5.49 1.46 4.97],[5.84 0.85]
67,14.296421766281128,[5.50 1.43 4.97],[5.84 0.85]
68,14.493752002716064,[5.51 1.41 4.98],[5.84 0.85]
69,14.690725564956665,[5.51 1.38 4.97],[5.84 0.85]
70,14.887084007263184,[5.52 1.36 4.97],[5.84 0.85]
71,15.08402943611145,[5.53 1.33 4.98],[5.84 0.85]
72,15.280770778656006,[5.53 1.31 4.97],[5.84 0.85]
73,15.477011442184448,[5.54 1.29 4.97],[5.84 0.85]
74,15.67312502861023,[5.54 1.27 4.97],[5.84 0.85]
75,15.869982719421387,[5.55 1.25 4.97],[5.84 0.85]
76,16.06686019897461,[5.55 1.24 4.97],[5.84 0.85]
77,16.263625144958496,[5.55 1.23 4.97],[5.84 0.85]
78,16.45989966392517,[5.55 1.22 4.97],[5.84 0.85]
79,16.655994653701782,[5.56 1.22 4.97],[5.84 0.85]
80,16.852271556854248,[5.56 1.21 4.97],[5.84 0.85]
81,17.049153089523315,[5.56 1.21 4.98],[5.84 0.85]
82,17.24591588973999,[5.56 1.21 5.00],[5.84 0.85]
83,17.442240238189697,[5.56 1.21 5.02],[5.84 0.85]
84,17.639162063598633,[5.56 1.21 5.04],[5.84 0.85]
85,17.83516526222229,[5.56 1.21 5.07],[5.84 0.85]
86,18.032186031341553,[5.56 1.21 5.09],[5.84 0.85]
87,18.229053258895874,[5.56 1.21 5.11],[5.84 0.85]
88,18.425259351730347,[5.56 1.21 5.14],[5.84 0.85]
89,18.62203884124756,[5.56 1.20 5.17],[5.84 0.85]
90,18.814263820648193,[5.56 1.20 5.19],[5.84 0.85]
91,19.007347106933594,[5.57 1.19 5.22],[5.84 0.85]
92,19.199464082717896,[5.57 1.18 5.24],[5.84 0.85]
